GEOID,ME,MELSAD,AQI_Good,Bachelor_Over_25,Per_Poverty,Gini,non_migration,Per_Sev_Hous,Xstreamlengthimpaired,Per_Avg_Land_Cov,poor_health_percent,Z_Water_Index,GHG_Percap,UNEMPLOY,FOOD_INS,VIO_CRIME,broadband_access,Female_Inequality,Black_equality,Hispanic_equality,Asian_equality
12380,"Austin, MN","Austin, MN Micro Area",0.9,20.7,13,45.08,85.1,13.19,8.91,12.21,11.6,0.05,19.58,0.0583,8.8,207.722697,0.038,0.972,0.836763812,0.850420251,0.538550771
12420,"Austin-Round Rock, TX","Austin-Round Rock, TX Metro Area",0.7,42.9,12.3,46.25,81,18.57,5.85,49.83,12.63,0.12,13.7,0.054,14.2940206,302.651692,0.019,0.967,0.69325605,1.051666262,0.64473825
12460,"Bainbridge, GA","Bainbridge, GA Micro Area",0.75,14.9,24.1,51.21,87.3,20.87,10.27,60.8,20.3,0.13,23.69,0.0665,20.5,678.611712,0.351,0.976,0.706008944,1.808152048,0.727824596
12540,"Bakersfield, CA","Bakersfield, CA Metro Area",0.14,15.8,22.6,46.2,84,25.15,4.13,67.86,23.7,0.2,19.59,0.1195,13.6,545.337853,0.158,0.961,0.678178449,1.119497156,0.597505696
12580,"Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD Metro Area",0.52,38.7,10.5,45.57,86.8,16.65,20.21,41.85,13.66,0.1,11.04,0.0673,11.4835311,645.952252,0.033,0.973,0.710506632,1.051675613,0.733464974
12620,"Bangor, ME","Bangor, ME Metro Area",0.9,26.2,15.9,45.24,84.9,16.47,2.18,78.22,14.4,0.07,10.33,0.0731,15.1,86.2511149,0.224,0.984,0.762568282,1.223770412,0.981182111
12660,"Baraboo, WI","Baraboo, WI Micro Area",0.86,23.4,11.3,41.86,86.7,13.98,3.33,17.39,9.6,0.03,21.04,0.0479,9.6,110.736753,0.206,0.98,0.612107155,1.015330316,0.894750925
12680,"Bardstown, KY","Bardstown, KY Micro Area",0.78,17.5,11.4,45.18,88.3,13.47,25.62,42.54,19,0.03,19.12,0.0712,12.4,107.506622,0.846,0.963,0.92104359,0.951777956,0.45361873
12700,"Barnstable Town, MA","Barnstable Town, MA Metro Area",0.94,41.7,7.5,45.85,90.8,18.29,30.08,30.21,8.3,0,12.07,0.063,8.2,399.565892,0.021,0.972,0.645745115,0.854722455,0.757197432
12740,"Barre, VT","Barre, VT Micro Area",0.86,40.5,11.8,42.71,87.9,15.32,32.92,79.37,9.5,0.03,166.43,0.046,11.3,101.265392,0.096,0.999,0.757972627,1.182641988,0.923298372
12780,"Bartlesville, OK","Bartlesville, OK Micro Area",0.77,27,14,47.34,82.4,11.69,18,34.24,15.1,0.13,21.4,0.0483,14.8,239.096649,0.187,0.961,0.673349713,1.668916942,0.71189859
12820,"Bastrop, LA","Bastrop, LA Micro Area",0.71,13.9,27.6,50.43,94.2,14.6,11.01,43.99,25.9,0.05,13.25,0.0808,23.1,571.007204,0.201,1.026,0.739670479,0.588440893,0.597615862
12860,"Batavia, NY","Batavia, NY Micro Area",0.89,21.4,12.8,40.85,89.7,12.32,44.32,41.93,12,0.02,16.1,0.0543,10.3,219.987429,0.038,0.965,0.590238633,1.361128183,0.673597796
12900,"Batesville, AR","Batesville, AR Micro Area",0.88,18,18.5,46.91,84.4,13.97,4.09,47.58,21.9,0,16.44,0.0672,15.6,496.489401,0.441,1.019,0.685837405,1.30906261,0.548725615
12940,"Baton Rouge, LA","Baton Rouge, LA Metro Area",0.52,27.6,16.9,47.4,85.7,16.01,16.38,44.49,17.33,0.03,45.18,0.0686,15.1915565,507.950883,0.393,0.961,0.696750924,1.112825623,0.777491178
12980,"Battle Creek, MI","Battle Creek, MI Metro Area",0.78,21,17.4,44.44,84.1,14.47,84.4,10.72,18.5,0.05,13.26,0.0846,13.9,644.354827,0.31,0.971,0.719450355,1.116019066,0.792997698
13020,"Bay City, MI","Bay City, MI Metro Area",0.86,19,16.3,44.21,87.9,12.79,62.51,36.27,13.4,0.08,21.93,0.0815,11.8,327.953945,0.049,0.969,0.721607586,1.398085513,0.801673555
13060,"Bay City, TX","Bay City, TX Micro Area",0.78,14.7,20.6,46.9,90.1,16.41,5.31,20.65,22.2,0.2,32.33,0.0604,17.2,346.943496,0.731,0.896,0.736837428,0.910152067,0.704290839
13100,"Beatrice, NE","Beatrice, NE Micro Area",0.93,20.3,9.1,40.07,88,10.06,11.95,17.16,17.5,0.14,35.57,0.0362,12.2,436.788379,0.118,0.976,0.947073068,0.887729748,0.593011372
13140,"Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX Metro Area",0.65,17.6,17.1,47.98,85.5,14.98,6.38,42.25,14.85,0.02,13.43,0.072,21.954771,530.375364,0.302,0.969,0.720913974,1.115384495,0.71675831
13180,"Beaver Dam, WI","Beaver Dam, WI Micro Area",0.8,16.1,8.8,39.17,86.3,12.44,9.8,6.28,14.6,0.03,15.75,0.0485,9.1,88.8959351,0.201,1.004,0.531497138,0.745037954,0.654770463
13220,"Beckley, WV","Beckley, WV Metro Area",0.96,17.1,18.5,44.97,90.4,10.5,26.8,76.23,24.59,0.03,21.08,0.0799,14.7367133,404.687844,0.244,0.988,0.765602655,1.673246455,0.960730415
13260,"Bedford, IN","Bedford, IN Micro Area",0.79,16.1,11.5,40.82,89.9,11.22,45.73,42.54,21.1,0.02,16.24,0.0563,12.8,314.952999,0.322,0.973,0.682910762,1.652520595,0.915668835
13300,"Beeville, TX","Beeville, TX Micro Area",0.78,9.2,19.7,46.92,82.7,15.98,2.59,26.16,17.7,0.16,25.73,0.0607,14.1,252.086887,0,NA,0.581483885,0.421938812,0.648763846
13340,"Bellefontaine, OH","Bellefontaine, OH Micro Area",0.77,15.1,13.7,42.15,87.4,11.94,79.18,5.91,16.7,0.02,40.01,0.0592,12.6,104.252337,0.188,0.962,0.964240908,1.697052914,1.0405531
13380,"Bellingham, WA","Bellingham, WA Metro Area",0.88,33.8,15.3,44.76,81.3,20.05,3,63.27,11.4,0.06,10.45,0.0773,14,193.713399,0.003,0.949,0.886838241,0.931423472,0.631535544
13420,"Bemidji, MN","Bemidji, MN Micro Area",0.95,27,19,44.63,83.2,15.17,8.78,41.28,11,0.04,13.68,0.1027,12.8,256.921084,0.026,0.994,0.57065588,1.293233936,0.773162335
13460,"Bend-Redmond, OR","Bend-Redmond, OR Metro Area",0.88,33.7,12.1,44.84,82.6,20.7,9.83,88.18,8.7,0.05,10.88,0.0707,13,168.568316,0.062,0.956,0.85967866,0.932595341,0.739770439
13500,"Bennettsville, SC","Bennettsville, SC Micro Area",0.85,8.9,26.6,45.94,89.1,14.37,6.74,60.8,28.3,0.13,21.49,0.1545,21.5,895.219456,0.992,1.096,0.828403209,1.695568375,0.560824033
13540,"Bennington, VT","Bennington, VT Micro Area",0.91,34.3,12.8,45.35,88,18.55,30.07,79.37,12.7,0.06,9.6,0.0541,12.2,155.617374,0.107,1.001,0.629076872,1.056038557,1.192959127
13620,"Berlin, NH-VT","Berlin, NH-VT Micro Area",0.82,17.7,13.7,43.03,87.3,15.74,35.5,79.37,17.99,0.04,13.97,0.0673,11.7126189,135.250945,0.499,1.035,0.511108994,0.684392881,0.873202262
13660,"Big Rapids, MI","Big Rapids, MI Micro Area",0.78,21.7,22.5,45.72,82.1,16.54,77.8,67.71,9.3,0.08,21.34,0.1075,14.8,587.410643,0.278,0.964,1.067687711,1.22044852,0.851245421
13700,"Big Spring, TX","Big Spring, TX Micro Area",0.78,13.3,13.8,46.88,83.9,12.81,1.02,72.13,26.22,0.59,13.66,0.0646,13.6557826,585.491958,0.501,1.032,0.640185804,1.105036606,0.641318596
13720,"Big Stone Gap, VA","Big Stone Gap, VA Micro Area",0.84,12.9,21.2,50.02,88.9,13.53,17.99,63.1,24.09,0.04,15.76,0.099,15.0338615,219.330948,0.212,0.981,0.479319073,1.885443518,0.93673427
13740,"Billings, MT","Billings, MT Metro Area",0.89,30.2,10.2,45.82,84.1,14.15,4.18,80.02,13.18,0.22,13.32,0.0373,10.689858,353.411419,0.606,0.964,0.730336471,0.90345544,0.656801731
13780,"Binghamton, NY","Binghamton, NY Metro Area",0.89,27.3,15.9,45.57,85.6,15.07,23.74,53.99,13.52,0.06,8.46,0.0728,12.2980551,274.898348,0.058,0.968,0.656151549,1.174682715,0.753863051
13820,"Birmingham-Hoover, AL","Birmingham-Hoover, AL Metro Area",0.48,29.4,15.7,48.02,85.7,15.07,7.59,57.46,18.39,0.01,17.58,0.0739,15.8515632,642.937457,0.429,0.966,0.719547352,1.160943348,0.652332992
13900,"Bismarck, ND","Bismarck, ND Metro Area",0.89,32.2,9.3,44.32,85.4,10.43,6.49,53.56,10.4,0.29,18.23,0.0258,6.38099015,233.159223,0.056,0.987,0.871149002,1.582460045,0.796695832
13940,"Blackfoot, ID","Blackfoot, ID Micro Area",0.89,19.3,13.1,39.74,87.1,13.37,15.14,79.37,16.7,0.02,15.64,0.0664,10.8,163.321158,0.256,0.939,NA,1.129513829,0.683119039
13980,"Blacksburg-Christiansburg-Radford, VA","Blacksburg-Christiansburg-Radford, VA Metro Area",0.85,33.2,20.7,47.38,79,15.84,19.29,66.28,13.08,0.05,17.44,0.0563,13.2077364,196.872803,0.329,0.971,0.788251733,1.378955891,0.95527378
14010,"Bloomington, IL","Bloomington, IL Metro Area",0.85,42.3,14.4,45.59,82.8,12.87,9.45,2.23,12.24,0.01,17.73,0.0487,11.9390826,278.913209,0.196,0.951,0.71599306,1.269625468,0.703472969
14020,"Bloomington, IN","Bloomington, IN Metro Area",0.78,40.7,23.5,49.81,70.1,20.68,45.73,22.27,14.59,0.01,21.58,0.0664,17.0412305,269.259805,0.21,0.982,0.862903439,1.134509201,0.863629486
14100,"Bloomsburg-Berwick, PA","Bloomsburg-Berwick, PA Metro Area",0.73,23.7,14.7,45.98,88.1,12.66,15.14,62.94,14.95,0.06,20.09,0.0531,12.157508,196.359859,0.306,0.982,0.731633587,1.423424881,0.788262964
14140,"Bluefield, WV-VA","Bluefield, WV-VA Micro Area",0.83,17.9,19.1,46.92,87.6,11.98,24.03,63.1,25.67,0.04,15.53,0.0707,14.2405144,357.644943,0.134,0.981,0.841134392,1.713833277,0.925591051
14180,"Blytheville, AR","Blytheville, AR Micro Area",0.88,12.2,25.6,47.55,80.7,16.89,8.21,24.14,25.7,0.01,33.53,0.1093,24,987.169087,0.242,0.944,0.711458295,1.764782405,0.748992189
14220,"Bogalusa, LA","Bogalusa, LA Micro Area",0.71,12.2,26.3,47.94,85.9,16.44,22.15,55.67,26.4,0.05,13.01,0.131,18.2,677.878004,0.968,0.992,0.713463835,1.476668446,0.66256478
14260,"Boise City, ID","Boise City, ID Metro Area",0.67,30.9,13.8,45.79,82.4,15.78,14.03,82.58,13.91,0.02,10.65,0.0629,12.6435737,238.00792,0.328,0.953,0.816589774,1.104176389,0.669720756
14340,"Boone, IA","Boone, IA Micro Area",0.76,24.2,9.4,41.07,85.8,12.83,7.16,3.64,9.2,0.07,14.07,0.0429,10.5,276.757978,0.254,0.979,0.702549124,1.498815256,1.041444991
14380,"Boone, NC","Boone, NC Micro Area",0.91,41.7,28.3,52.24,74.7,26.31,18.82,72.64,13.1,0.07,7.13,0.0885,17.8,120.795742,0.01,0.985,0.73802411,0.642476908,0.557731285
14420,"Borger, TX","Borger, TX Micro Area",0.78,13.7,16.4,44.43,88.4,11.09,2.64,63.27,25.7,0.44,16.69,0.0488,16.1,482.775962,0.062,0.946,0.711954746,1.485368114,0.758896166
14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",0.56,46.4,10,48.07,86.3,18.22,44.42,47.7,11.33,0.07,8.94,0.063,8.91291405,326.388701,0.02,0.965,0.662525184,0.981546593,0.62983108
14500,"Boulder, CO","Boulder, CO Metro Area",0.74,60.4,13.1,47.92,77.2,19.69,14.58,67.42,9.1,0.11,12.32,0.056,11.9,242.376436,0.064,0.94,0.713414696,0.959860662,0.640401291
14540,"Bowling Green, KY","Bowling Green, KY Metro Area",0.78,25.1,18.7,46.74,79.3,15.18,13.03,30.45,19.01,0.04,20.83,0.0694,14.9515343,187.037967,0.487,0.981,0.825697318,0.927832422,0.646753548
14580,"Bozeman, MT","Bozeman, MT Micro Area",0.87,48.8,13,46.62,78.3,15.54,11.84,80.32,8.2,0.1,37.88,0.0527,12,225.795346,0.165,0.967,0.792761515,1.060204388,0.704215999
14620,"Bradford, PA","Bradford, PA Micro Area",0.73,17.4,17.3,44.84,86.9,11.35,10.86,84.86,19.2,0.04,25.45,0.0785,13.5,287.804008,0.117,0.959,NA,0.984403541,0.972646536
14660,"Brainerd, MN","Brainerd, MN Micro Area",0.92,23.7,11.4,44.55,88.7,14.2,11.02,46.4,14.88,0.07,19.52,0.0491,10.4321394,211.223727,0.261,0.963,0.687383716,0.920905941,0.729995565
14700,"Branson, MO","Branson, MO Micro Area",0.93,18,15.5,43.56,83.2,14.3,10.65,48.92,19.45,0,15.46,0.0773,15.2804351,392.828349,0.321,0.987,0.786525256,1.22708265,0.713814839
14740,"Bremerton-Silverdale, WA","Bremerton-Silverdale, WA Metro Area",0.98,31.8,9.9,42.58,81.4,15.43,5.75,47.34,12.5,0.12,7.13,0.0699,12.4,263.232495,0.042,0.947,0.738303185,0.940165295,0.777125986
14820,"Brevard, NC","Brevard, NC Micro Area",0.79,29.9,15.5,44.25,86.8,11.82,16.11,72.64,10.7,0.07,10.24,0.0666,12.3,131.473562,1,0.969,1.027772085,0.68170054,0.69967793
14860,"Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT Metro Area",0.61,46.5,8.8,54.43,88.3,21.95,41.87,56.45,10,0.11,8.92,0.0821,9.6,238.137025,0.003,0.95,0.586208918,1.031954754,0.58324973
15020,"Brookhaven, MS","Brookhaven, MS Micro Area",0.91,15,23.6,46.68,91.9,13.12,12.54,51.64,24.8,0.03,26.9,0.0804,19.1,107.894264,0.53,0.989,0.719744644,0.583112437,1.231989834
15060,"Brookings, OR","Brookings, OR Micro Area",0.8,23.5,15.5,44.2,80.4,17.12,42.67,80.56,20.7,0.05,9.57,0.1097,14.7,108.047165,0.045,0.977,NA,1.041834731,0.887723431
15100,"Brookings, SD","Brookings, SD Micro Area",0.9,40.4,15.9,43.43,74.7,13.06,13.2,4.52,8.2,0.13,24.73,0.0355,12.7,114.158636,0.038,1.01,0.815793697,1.251366538,0.607173627
15180,"Brownsville-Harlingen, TX","Brownsville-Harlingen, TX Metro Area",0.73,17.2,31.2,48.99,90.8,24.15,2.86,20.65,30.1,0.01,19.47,0.0941,10.4,319.145041,0.073,0.975,0.879467811,1.335168736,0.63606048
15220,"Brownwood, TX","Brownwood, TX Micro Area",0.78,17.8,16.4,48.09,91.3,11.28,4.42,44.47,21.8,0.18,23.24,0.0414,16.8,314.498652,0.975,0.983,0.912999326,1.239954117,0.718195678
15260,"Brunswick, GA","Brunswick, GA Metro Area",0.91,23.7,19.7,49.54,83.3,16.69,17.06,50.55,16,0.07,15.85,0.0822,15.254694,394.129728,0.047,0.964,0.651448553,0.967580876,0.712146245
15340,"Bucyrus, OH","Bucyrus, OH Micro Area",0.77,14.7,16.2,45.57,86.5,12.89,75.5,5.91,13.9,0.04,20.32,0.0765,14.3,142.653352,0.144,0.961,0.830477338,2.27892272,0.877262795
15380,"Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",0.71,31.1,14.6,46.19,88.4,14.86,44.32,41.93,13.59,0.02,7.45,0.0631,12.5698783,421.397496,0.008,0.96,0.65713921,1.082787983,0.691314036
15420,"Burley, ID","Burley, ID Micro Area",0.89,16.2,16.2,41.45,85.6,11.73,8.77,81.16,18.43,0.06,23.18,0.0466,9.61322281,178.581132,0.371,0.948,NA,1.101024431,0.674383477
15460,"Burlington, IA-IL","Burlington, IA-IL Micro Area",0.76,18.9,14.7,44.31,83.2,11.82,8.66,10.74,13.35,0.01,22.2,0.0595,13.555953,441.460137,0.347,0.966,0.591088287,1.183570109,0.826452428
15500,"Burlington, NC","Burlington, NC Metro Area",0.88,22.9,17.6,45.94,86.2,16.85,9.83,55.26,19.2,0.08,15.15,0.0692,14.7,381.798101,0.021,0.986,0.746781241,1.048474161,0.606841862
15540,"Burlington-South Burlington, VT","Burlington-South Burlington, VT Metro Area",0.9,43.4,10.4,44.88,83,16.68,25.06,54.62,8.93,0.03,11.01,0.047,11.3921921,129.268455,0.202,0.986,0.75894842,0.821318482,0.899580811
15580,"Butte-Silver Bow, MT","Butte-Silver Bow, MT Micro Area",0.76,25.9,19.2,48.25,82.9,17.7,12.29,87.38,15.9,0.11,16.94,0.0704,13.9,318.489696,0.107,1,1.058868517,1.286078784,0.797773651
15620,"Cadillac, MI","Cadillac, MI Micro Area",0.88,16.3,16.9,41.92,86.4,14.4,63.18,67.71,17.11,0.1,15.31,0.0802,12.9407673,354.12023,0.506,0.972,0.593709583,1.646148167,0.709303093
15660,"Calhoun, GA","Calhoun, GA Micro Area",0.75,13.7,18.8,43.91,87,15.97,8.81,61.31,18.4,0.02,30.42,0.0839,11.8,273.877282,0.182,0.938,0.791201307,0.955599518,0.742394074
15680,"California-Lexington Park, MD","California-Lexington Park, MD Metro Area",0.74,30.4,8.2,40.03,86.2,12.12,27.52,55.44,12.2,0.13,7.82,0.0773,8.2,221.302498,0.05,0.918,0.663823931,1.245640778,0.779128526
15700,"Cambridge, MD","Cambridge, MD Micro Area",0.79,20.1,15.4,47.04,87.3,18.77,30.91,50.09,16.4,0.11,11.6,0.0441,14.5,456.367561,0.235,0.996,0.643885369,1.063776276,0.644248207
15740,"Cambridge, OH","Cambridge, OH Micro Area",0.77,13.9,20.2,43.84,87.9,11.57,58.42,50.22,15.4,0.02,30.47,0.1008,15.8,0,0.211,0.958,0.295282086,2.259389793,0.765120726
15780,"Camden, AR","Camden, AR Micro Area",0.88,14.8,24.9,47.22,90.7,14.6,7.54,63.84,22.85,0.03,15,0.0932,22.0907883,546.05249,0.653,0.948,0.678985784,1.038397065,0.778363005
15820,"Campbellsville, KY","Campbellsville, KY Micro Area",0.78,18.8,23.1,45.94,77.4,14.67,18.32,42.54,21.6,0.04,20.86,0.0767,17.1,161.110669,0.012,0.961,1.001225295,1.532751971,0.744114095
15860,"Canon City, CO","Canon City, CO Micro Area",0.99,17.1,15.8,44.01,84.5,14.84,10.49,89.52,12.7,0.13,12.55,0.0881,14.2,225.268713,0.106,1.035,0.602525466,0.95339466,0.597690855
15900,"Canton, IL","Canton, IL Micro Area",0.83,17.7,15.5,42.48,86.3,10.37,9.45,18.36,14.1,0,18.66,0.078,12.6,115.290388,0.388,0.999,0.641002428,1.13803442,0.661335195
15940,"Canton-Massillon, OH","Canton-Massillon, OH Metro Area",0.72,22,14,44.18,87.2,12.75,65.12,33.57,15.67,0.04,21.45,0.0751,14.31783,305.17091,0.37,0.955,0.668336586,1.60683233,0.832117962
15980,"Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL Metro Area",0.88,27.2,14.9,47.86,84.2,18.47,17.42,54.15,13.5,0.37,10.88,0.0847,12.9,347.849847,0.073,0.975,0.650231839,0.965487485,0.653704208
16020,"Cape Girardeau, MO-IL","Cape Girardeau, MO-IL Metro Area",0.85,25.6,19.1,46.02,82,14.11,11.17,35.29,14.09,0.02,22.7,0.0604,15.9092827,434.125756,0.713,0.95,0.664691506,1.223336387,0.966345811
16060,"Carbondale-Marion, IL","Carbondale-Marion, IL Metro Area",0.83,28.3,21,48.72,82.2,15.66,12.92,30.45,21.93,0.02,27.03,0.0828,15.3304016,227.973921,0.269,0.975,0.729049753,1.424584361,0.811509106
16100,"Carlsbad-Artesia, NM","Carlsbad-Artesia, NM Micro Area",0.73,16.2,14.6,42.38,87,14,1.93,78.2,20.8,0.52,27.73,0.0552,13.3,567.468091,0.348,0.94,0.999250713,0.869311443,0.682248624
16180,"Carson City, NV","Carson City, NV Metro Area",0.75,21.6,14.7,45.09,79.6,19.17,6.05,93.35,17.7,0.14,9.36,0.0946,13.1,291.084727,0.007,0.984,0.720757483,1.312374421,0.677527353
16220,"Casper, WY","Casper, WY Metro Area",0.87,22.8,9.9,43.25,84.3,10.61,2.54,82.12,14.3,0.14,17.39,0.0486,13.8,193.532731,0.048,0.958,0.649878287,1.05094141,0.766218851
16260,"Cedar City, UT","Cedar City, UT Micro Area",0.59,28.7,20.9,43.93,79.7,15.37,2.25,91.19,10.9,0.11,13.38,0.0808,17.4,278.122103,0.014,0.942,0.557648356,1.283019737,0.718245854
16300,"Cedar Rapids, IA","Cedar Rapids, IA Metro Area",0.7,30.1,9.4,42.72,86.2,10.52,8.6,3.64,11.19,0.03,23.63,0.0421,11.0108412,187.199473,0.204,0.965,0.654876522,1.271643144,0.76110113
16340,"Cedartown, GA","Cedartown, GA Micro Area",0.75,12.7,19,48.4,87.1,16.84,8.81,52.62,25.2,0.02,11.17,0.0873,13,568.974511,0.062,0.977,0.823815604,1.268913478,0.666086378
16380,"Celina, OH","Celina, OH Micro Area",0.77,16.6,7.4,41.02,89.1,8.7,46.87,5.91,22.5,0,17.32,0.047,9.9,82.7442043,0.161,0.976,0.98281021,1.844351185,0.608999085
16460,"Centralia, IL","Centralia, IL Micro Area",0.83,15.2,17.8,42.69,86.1,13.43,17.89,18.36,19.1,0.01,10.84,0.0907,13.3,347.066269,0.31,1.005,0.919436066,1.793574479,0.641812072
16500,"Centralia, WA","Centralia, WA Micro Area",0.92,15.4,16,42.21,83.3,18.33,5.08,72.42,16.9,0.13,11.19,0.0968,14.5,193.196024,0.278,0.959,0.637430005,1.053232227,0.740123108
16540,"Chambersburg-Waynesboro, PA","Chambersburg-Waynesboro, PA Metro Area",0.93,20.6,10.4,41,89.6,11.44,19.8,61.31,14.3,0.06,19.07,0.064,11,146.146368,0.115,0.97,0.796125086,1.267902828,0.673869852
16580,"Champaign-Urbana, IL","Champaign-Urbana, IL Metro Area",0.81,41,19.9,49.71,77.5,18.64,17.35,2.23,9.58,0,20.43,0.0557,14.899913,452.148968,0.236,0.976,0.655797692,1.045332328,0.822342643
16620,"Charleston, WV","Charleston, WV Metro Area",0.83,22.8,17.7,47.19,87.9,10.76,33.04,63.23,21.96,0.03,21.06,0.0681,13.9584335,553.040335,0.51,0.972,0.788282113,1.765445204,1.09720837
16660,"Charleston-Mattoon, IL","Charleston-Mattoon, IL Micro Area",0.83,24,19.7,49.16,76.7,14.11,21.59,10.29,7.38,0,18.53,0.072,14.5235295,249.351376,0.398,0.961,0.787145554,1.383851256,0.97307704
16700,"Charleston-North Charleston, SC","Charleston-North Charleston, SC Metro Area",0.84,34.1,13.9,47.12,83.7,17.67,11.83,53.81,13.42,0.21,14.58,0.0704,12.7550256,408.451365,0.085,0.968,0.652051043,0.910631001,0.6748015
16740,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area",0.6,33.9,13.4,47.61,84.3,15.66,11.33,62.9,15.93,0.09,12.29,0.0825,13.7542929,418.511411,0.073,0.967,0.722134892,1.084235208,0.63610512
16820,"Charlottesville, VA","Charlottesville, VA Metro Area",0.88,42.8,13.2,47.27,82.5,15.31,27.16,47.52,7.44,0.05,15.07,0.044,10.8702429,184.389485,0.446,1,0.65427437,1.037648676,0.771558274
16860,"Chattanooga, TN-GA","Chattanooga, TN-GA Metro Area",0.64,25.5,14.7,47.1,87.1,14.68,12.12,56.88,19.87,0.03,19.89,0.0698,13.4286087,565.198595,0.202,0.963,0.717099793,1.226843077,0.715265011
16940,"Cheyenne, WY","Cheyenne, WY Metro Area",0.81,28.7,10.4,41.18,81.8,10.95,7.73,67.42,13,0.2,27.72,0.0559,11.1,206.189829,0.118,0.957,0.814752032,0.79140859,0.733536034
16980,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",0.31,36.7,13.1,48.3,87.3,19.99,20,6.41,15.1,0.01,14.52,0.0846,10.6450449,414.033799,0.1,0.963,0.638358174,1.053862174,0.61681287
17020,"Chico, CA","Chico, CA Metro Area",0.44,26.6,20.5,48.68,80.8,23.26,6.62,63.31,17.3,0.12,8,0.1072,17,327.057309,0.116,0.978,0.668240886,0.851844114,0.722334916
17060,"Chillicothe, OH","Chillicothe, OH Micro Area",0.77,16,18.2,44.2,85,14.01,73.46,28.06,29.3,0.02,13.61,0.0992,15.3,247.329743,0.079,0.981,0.82293583,1.074914331,0.738909601
17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",0.37,32.4,13.2,46.67,84.7,14.54,42.62,24.23,14.33,0.02,15.31,0.066,14.0465743,273.955032,0.193,0.963,0.68301619,1.284254808,0.777239827
17200,"Claremont-Lebanon, NH-VT","Claremont-Lebanon, NH-VT Micro Area",0.9,34.5,10.5,45.64,86.5,15.24,40.84,79.37,10.87,0.04,22.37,0.0452,10.2107164,129.35977,0.247,1.001,1.117542368,1.243330197,0.87788311
17220,"Clarksburg, WV","Clarksburg, WV Micro Area",0.84,21.2,15.1,45.07,88.5,10.49,34.64,63.23,19.7,0.02,24.74,0.0756,12.5535075,179.036855,0.484,0.971,1.007436191,1.200349792,0.881349055
17260,"Clarksdale, MS","Clarksdale, MS Micro Area",0.91,16.9,36.2,51.83,85.8,17.09,11.27,24.14,24.3,0.04,15.9,0.2114,31.2,0,0.275,1.014,0.646204002,0.387042007,1.462043161
17300,"Clarksville, TN-KY","Clarksville, TN-KY Metro Area",0.76,23.4,15.6,42.93,77.8,14.61,16.43,30.45,19.56,0.04,20.98,0.0884,15.4919507,458.488879,0.199,0.948,0.809964775,1.056580076,0.811952788
17340,"Clearlake, CA","Clearlake, CA Micro Area",0.97,15.3,22.8,46.91,81.2,25.76,29.41,69.9,20.4,0.12,8.49,0.1368,17,535.473144,0.144,0.985,0.832427781,1.563439793,0.638454506
17380,"Cleveland, MS","Cleveland, MS Micro Area",0.91,22.9,37.4,51.42,88.1,19.75,13.98,24.14,19.6,0.04,15.72,0.1444,29.1,0,0.245,0.991,0.589521217,1.354914862,0.631052443
17420,"Cleveland, TN","Cleveland, TN Metro Area",0.76,20.2,17.9,46.68,84.5,15.35,12.95,61.31,20.24,0.05,17.32,0.0931,13.1452014,508.886529,0.127,0.958,0.784166801,1.266521062,0.673092903
17460,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",0.46,30.2,14.9,48.26,86.2,16.08,68.42,17.57,13.91,0.05,18.11,0.0823,15.7455655,445.536011,0.046,0.967,0.631709328,1.257191131,0.690466716
17500,"Clewiston, FL","Clewiston, FL Micro Area",0.87,8.4,25.5,47.51,83.9,22.04,19.12,54.15,22.8,0.16,11.69,0.1014,13.3,559.986425,0.292,1.035,0.708386715,1.633358272,0.64017889
17540,"Clinton, IA","Clinton, IA Micro Area",0.47,19.2,13.1,43.5,87.5,11.16,8.2,11,15.8,0.01,25.13,0.0456,12.8,484.463749,0.143,0.971,0.490945409,1.290636908,0.818606917
17580,"Clovis, NM","Clovis, NM Micro Area",0.81,19.9,22.5,46.65,75.8,17.02,2.67,63.27,19.4,0.53,15.31,0.0894,17.8,407.386218,0.13,0.95,0.676060817,1.002222686,0.662563203
17660,"Coeur d'Alene, ID","Coeur d'Alene, ID Metro Area",0.87,24.5,12.6,43.92,83.4,16.58,16.92,52.14,12.7,0.1,12.03,0.0713,14,255.341532,0.142,0.95,0.439252073,1.073049397,0.852730617
17700,"Coffeyville, KS","Coffeyville, KS Micro Area",0.93,18.7,17.5,43.22,84.1,15.44,18,34.24,18.1,0.07,21.14,0.074,16.5,574.629563,0.249,0.956,0.633998875,1.460489779,0.692052398
