GEOID,ME,MELSAD,AQI_Good,Bachelor_Over_25,Per_Poverty,Gini,non_migration,Per_Sev_Hous,Xstreamlengthimpaired,Per_Avg_Land_Cov,poor_health_percent,Z_Water_Index,GHG_Percap,UNEMPLOY,FOOD_INS,VIO_CRIME,Broadband % population without access,Female_Inequality,Black_equality,Hispanic_equality,Asian_equality,,,,
20060,"Douglas, GA","Douglas, GA Micro Area",0.91,14.10,23.90,50.44,90.30,15.29,18.62,60.80,21.20,0.11,16.83,0.0727,16.4,325.4588832,0.09,1.007172978,0.781692080,0.8059634175,2.052425061,,,,
20100,"Dover, DE","Dover, DE Metro Area",0.80,23.50,13.00,43.00,85.20,16.20,31.02,50.09,14.70,0.16,11.49,0.0797,13,448.1459906,0.04,0.985302876,1.060423391,0.9413952420,1.561828182,,,,
20140,"Dublin, GA","Dublin, GA Micro Area",0.75,14.40,26.30,51.05,87.30,14.64,13.38,60.80,20.89,0.12,22.27,0.0658,20.25727091,361.4447038,0.68,0.974402524,0.940529176,0.8606952238,2.352343298,,,,
20180,"DuBois, PA","DuBois, PA Micro Area",0.91,14.10,15.30,42.79,89.20,12.37,11.70,70.44,17.30,0.04,19.73,0.0812,12.9,265.9179736,0.24,0.967407216,0.805275716,0.6858452907,1.745755503,,,,
20220,"Dubuque, IA","Dubuque, IA Metro Area",0.76,30.00,11.90,43.66,84.60,12.59,9.88,12.21,9.70,0.01,17.68,0.0395,11.9,210.3396367,0.08,0.963631127,0.642956945,0.7643302376,1.274077612,,,,
20260,"Duluth, MN-WI","Duluth, MN-WI Metro Area",0.87,26.80,14.80,43.98,84.60,13.84,6.42,67.96,12.91,0.05,17.06,0.0570,11.94563925,221.6362071,0.26,0.975201771,0.657435965,0.9026691839,1.132345141,,,,
20340,"Duncan, OK","Duncan, OK Micro Area",0.77,17.40,15.10,46.21,84.20,12.12,12.16,44.47,17.10,0.27,19.68,0.0676,17.2,174.9349601,0.31,0.932815681,0.867744644,0.7687081117,1.177555088,,,,
20380,"Dunn, NC","Dunn, NC Micro Area",0.79,20.30,18.00,42.56,83.20,15.53,10.22,58.03,18.80,0.12,7.71,0.0995,15.4,242.5290592,0.02,0.990994579,0.918653652,0.8222651424,1.677516975,,,,
20420,"Durango, CO","Durango, CO Micro Area",0.71,43.10,9.60,43.64,82.20,15.06,4.34,92.48,8.50,0.25,21.00,0.0507,11.1,174.5822822,0.40,0.974640741,1.041110000,0.8009822943,1.194815936,,,,
20460,"Durant, OK","Durant, OK Micro Area",0.87,22.50,17.50,45.26,83.60,16.75,11.92,51.26,20.30,0.09,18.16,0.0724,15.9,205.8395794,0.47,0.968425245,0.964743288,0.8873695527,1.829009195,,,,
20500,"Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area",0.76,46.30,15.50,49.29,80.10,17.61,9.46,55.26,15.76,0.10,10.53,0.0682,15.41879675,442.9782772,0.11,0.998988854,0.920144601,0.7098069202,1.611932356,,,,
20540,"Dyersburg, TN","Dyersburg, TN Micro Area",0.87,18.10,18.10,47.62,82.70,10.62,30.58,33.31,19.30,0.01,16.86,0.0812,15.9,771.4143034,0.09,0.950753583,0.885632254,0.8791733261,2.190636589,,,,
20580,"Eagle Pass, TX","Eagle Pass, TX Micro Area",0.84,11.80,24.50,47.20,87.30,25.05,2.23,48.29,25.70,0.24,10.63,0.1235,8.9,179.2676135,0.03,0.995571279,2.158307301,1.0629029860,2.414442945,,,,
20660,"Easton, MD","Easton, MD Micro Area",0.74,37.40,10.00,52.38,87.70,17.62,21.92,50.09,13.70,0.10,32.34,0.1029,9,243.218458,0.18,0.975687008,0.708214789,0.6425436456,1.074433184,,,,
20700,"East Stroudsburg, PA","East Stroudsburg, PA Metro Area",0.79,24.00,11.10,41.12,90.00,21.21,21.46,67.42,11.80,0.09,32.27,0.0599,10.9,234.8868834,0.01,0.974133846,1.092247556,0.9203374813,1.352026580,,,,
20740,"Eau Claire, WI","Eau Claire, WI Metro Area",0.87,26.20,13.00,42.27,82.60,14.21,6.65,37.87,10.88,0.08,16.36,0.0460,11.04278856,135.4369072,0.15,1.005980108,0.618072522,0.8506811230,1.079291021,,,,
20780,"Edwards, CO","Edwards, CO Micro Area",0.71,45.10,7.70,43.29,88.30,18.83,13.45,93.67,15.40,0.03,19.96,0.0302,7.1,144.2758104,0.23,0.963633288,0.680882278,0.6532018216,0.977471094,,,,
20820,"Effingham, IL","Effingham, IL Micro Area",0.87,22.60,11.30,43.96,87.10,8.81,21.59,18.36,11.00,0.01,39.48,0.0489,9.5,180.7642893,0.38,0.956307001,0.654035991,1.0435510690,1.231134238,,,,
20900,"El Campo, TX","El Campo, TX Micro Area",0.78,15.00,17.50,49.00,91.10,14.11,5.06,20.65,19.90,0.13,20.40,0.0572,15.3,439.1520986,0.82,0.9364463,0.742438963,0.7594712158,0.898095998,,,,
20940,"El Centro, CA","El Centro, CA Metro Area",0.27,14.30,23.80,47.19,85.80,28.05,4.79,80.86,29.00,0.17,12.22,0.1709,15,366.25348,0.14,0.972142144,0.882754982,0.9948596807,1.873732608,,,,
20980,"El Dorado, AR","El Dorado, AR Micro Area",0.88,20.10,20.10,47.94,88.40,16.81,10.08,63.84,23.00,0.04,61.69,0.0901,20.5,583.0104768,0.29,0.998776149,0.758989371,0.7158965764,1.720868008,,,,
21020,"Elizabeth City, NC","Elizabeth City, NC Micro Area",0.79,19.80,16.70,44.46,88.50,19.69,16.97,50.09,20.38,0.14,10.19,0.0786,17.34768488,280.4158118,0.09,1.000573838,0.887000369,1.1422440570,1.341527564,,,,
21060,"Elizabethtown-Fort Knox, KY","Elizabethtown-Fort Knox, KY Metro Area",0.70,21.20,14.10,42.34,78.70,13.02,18.32,42.54,18.92,0.03,18.94,0.0936,13.80914113,133.4398878,0.11,0.965418461,1.336206881,1.1704360160,1.613457333,,,,
21120,"Elk City, OK","Elk City, OK Micro Area",0.77,16.70,12.60,45.17,86.00,7.56,14.17,58.03,21.10,0.47,28.43,0.0785,15.3,176.7629505,0.34,0.95668956,0.627572142,0.8396551866,1.286340173,,,,
21140,"Elkhart-Goshen, IN","Elkhart-Goshen, IN Metro Area",0.65,18.70,13.80,41.64,88.00,13.78,54.89,10.72,15.00,0.01,26.68,0.0329,11.3,357.3147794,0.19,0.961692701,0.745550146,0.7081835596,1.507775102,,,,
21180,"Elkins, WV","Elkins, WV Micro Area",0.83,17.70,18.30,50.10,89.10,11.80,24.16,63.10,22.10,0.02,29.00,0.0645,13.3,474.3052017,0.61,0.949413368,0.733165558,0.6852401276,2.485709194,,,,
21220,"Elko, NV","Elko, NV Micro Area",0.94,17.50,11.40,39.04,83.70,9.83,7.05,91.67,17.49,0.10,27.21,0.0743,8.847227614,401.3931899,0.95,0.897374414,1.033850280,0.7334804624,1.405014900,,,,
21260,"Ellensburg, WA","Ellensburg, WA Micro Area",0.83,35.00,19.60,44.74,71.70,22.94,2.74,71.69,13.20,0.09,21.75,0.0486,16,110.4047788,0.00,0.954056437,1.062516289,0.6756450489,1.062993145,,,,
21300,"Elmira, NY","Elmira, NY Metro Area",0.89,25.10,15.80,45.00,86.90,13.83,24.76,53.99,19.30,0.05,9.42,0.0666,12.8,192.9474004,0.05,0.980973611,0.615764758,0.7564849223,2.069035705,,,,
21340,"El Paso, TX","El Paso, TX Metro Area",0.50,22.10,21.80,46.24,85.50,18.61,1.04,93.14,25.79,0.55,12.92,0.0557,8.519827229,362.7382479,0.37,0.957553563,1.299843579,0.9914467624,1.761272824,,,,
21380,"Emporia, KS","Emporia, KS Micro Area",0.93,27.10,18.60,46.18,76.00,14.54,16.82,32.94,12.70,0.03,36.29,0.0657,13.9,175.003424,0.20,0.98959106,1.045473105,0.7551409462,1.131517304,,,,
21420,"Enid, OK","Enid, OK Metro Area",0.77,22.50,13.60,43.15,82.20,11.11,15.59,30.69,14.30,0.28,37.27,0.0495,13.7,342.9528716,0.13,0.93891846,0.925086725,0.7333890824,1.079670711,,,,
21460,"Enterprise, AL","Enterprise, AL Micro Area",0.82,22.70,16.10,44.86,83.30,12.21,6.02,60.80,18.40,0.09,13.41,0.0619,14.7,276.2080442,0.13,0.936509843,0.878458368,0.9594884665,1.102629479,,,,
21500,"Erie, PA","Erie, PA Metro Area",0.71,27.40,16.80,45.82,84.60,14.67,30.13,23.40,16.30,0.04,11.42,0.0707,14.5,224.8446112,0.10,0.964594928,0.714242288,0.6518741885,1.195355932,,,,
21540,"Escanaba, MI","Escanaba, MI Micro Area",0.78,20.70,14.40,43.81,88.50,13.87,22.56,67.71,14.80,0.00,12.73,0.0754,13,187.3581138,0.13,0.958107395,NA,0.8137249213,1.406765136,,,,
21580,"Espanola, NM","Espanola, NM Micro Area",0.80,18.50,26.40,52.44,95.20,16.31,4.04,93.50,24.00,0.38,13.80,0.0950,12,602.1581551,0.69,1.028005478,1.444469339,1.0927848060,2.680145997,,,,
21660,"Eugene, OR","Eugene, OR Metro Area",0.70,29.60,18.80,46.91,78.80,21.81,17.22,67.46,14.20,0.07,28.83,0.0871,15.4,330.4716523,0.19,0.976383077,1.039913319,0.8127672391,1.449887913,,,,
21700,"Eureka-Arcata-Fortuna, CA","Eureka-Arcata-Fortuna, CA Micro Area",0.81,29.40,20.80,46.82,80.20,25.85,58.84,80.56,12.00,0.07,8.21,0.0946,17.1,432.1357951,0.21,0.983503861,0.888227396,0.8093881682,1.126893872,,,,
21740,"Evanston, WY","Evanston, WY Micro Area",0.88,17.40,14.90,43.36,83.80,11.13,3.65,84.48,13.50,0.06,34.28,0.0639,14.1,71.00651738,0.34,NA,0.817015052,0.7154927213,2.684278200,,,,
21780,"Evansville, IN-KY","Evansville, IN-KY Metro Area",0.51,24.90,15.40,46.27,85.40,13.39,26.79,18.36,18.20,0.03,23.46,0.0549,14.10722941,329.7963369,0.23,0.962563802,0.728125578,0.9286678038,1.591466322,,,,
21840,"Fairfield, IA","Fairfield, IA Micro Area",0.76,33.40,15.20,49.24,84.10,14.17,7.16,6.93,11.10,0.02,20.68,0.0659,13.6,83.99467068,0.12,NA,1.297595504,1.2004072310,1.247309069,,,,
21900,"Fairmont, WV","Fairmont, WV Micro Area",0.81,22.00,16.10,43.83,86.40,10.39,38.45,63.23,17.60,0.02,17.51,0.0595,13.2,296.11363,0.15,0.948537094,0.702283659,1.1097472540,1.795100044,,,,
21980,"Fallon, NV","Fallon, NV Micro Area",0.77,18.30,13.80,41.81,79.10,15.88,2.32,92.77,13.60,0.12,20.95,0.1172,14.1,211.3026185,0.12,0.943344722,0.697187294,0.6996809377,0.827850357,,,,
22020,"Fargo, ND-MN","Fargo, ND-MN Metro Area",0.86,37.00,11.50,45.22,78.90,13.04,15.74,11.23,10.43,0.17,13.80,0.0298,9.058029633,263.5623632,0.12,0.988675464,0.754293963,0.7202083468,1.188192520,,,,
22060,"Faribault-Northfield, MN","Faribault-Northfield, MN Micro Area",0.90,26.80,11.50,42.85,85.50,13.60,14.31,14.37,10.80,0.08,55.54,0.0434,8.6,153.551157,0.02,0.98036491,0.512966352,0.7344942099,0.932810672,,,,
22100,"Farmington, MO","Farmington, MO Micro Area",0.85,13.30,15.40,41.96,81.50,14.98,7.10,48.92,25.50,0.02,14.19,0.0728,15.3,293.7839523,0.14,1.011242687,0.459901456,0.8308728001,1.302430658,,,,
22140,"Farmington, NM","Farmington, NM Metro Area",0.70,14.60,20.80,45.35,88.50,17.46,0.78,94.65,16.70,0.21,106.98,0.0993,20.9,744.3552028,0.29,0.984235519,1.626783418,0.9461830224,1.851684462,,,,
22180,"Fayetteville, NC","Fayetteville, NC Metro Area",0.78,23.40,18.70,44.15,79.70,16.55,8.08,55.44,18.05,0.12,10.30,0.1144,18.94401726,489.008477,0.05,0.964894085,1.020732220,0.9399027145,1.306754635,,,,
22220,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville-Springdale-Rogers, AR-MO Metro Area",0.84,30.20,14.30,47.18,83.20,14.18,9.18,59.85,15.45,0.03,22.61,0.0439,12.51424042,362.7814071,0.31,0.96896521,1.048629513,0.7255121949,1.721691876,,,,
22260,"Fergus Falls, MN","Fergus Falls, MN Micro Area",0.90,24.70,9.40,43.08,89.00,11.88,14.11,32.29,12.20,0.12,23.17,0.0404,8.7,98.71411872,0.31,0.975007925,0.447462644,0.7385318886,0.720958575,,,,
22280,"Fernley, NV","Fernley, NV Micro Area",0.75,14.70,13.70,39.35,83.00,17.49,1.25,92.77,16.10,0.15,33.06,0.1182,13.5,270.0716692,0.22,0.954005554,1.234039723,0.8007366890,1.808848513,,,,
22300,"Findlay, OH","Findlay, OH Micro Area",0.77,27.10,12.10,43.40,82.60,11.24,73.62,5.37,8.30,0.03,9.23,0.0548,11.8,152.8065469,0.07,0.950049039,1.155139461,0.8801326111,1.527142222,,,,
22340,"Fitzgerald, GA","Fitzgerald, GA Micro Area",0.75,10.20,30.40,45.65,90.90,19.88,18.62,60.80,27.60,0.11,14.02,0.0777,22.7,361.248889,0.04,0.944857459,0.807712453,0.7037314962,NA,,,,
22380,"Flagstaff, AZ","Flagstaff, AZ Metro Area",0.73,35.40,21.00,48.03,77.40,25.38,1.36,94.76,12.80,0.19,17.30,0.0824,19.1,357.2531363,0.39,0.996911961,1.134215797,0.9112539801,1.354309971,,,,
22420,"Flint, MI","Flint, MI Metro Area",0.78,20.40,20.00,46.43,86.00,17.53,90.48,7.78,18.70,0.07,13.10,0.1199,16.8,653.1990552,0.02,0.966614013,0.850357517,1.0117299250,2.196592417,,,,
22500,"Florence, SC","Florence, SC Metro Area",0.82,21.00,20.60,47.80,87.60,14.50,6.74,55.44,20.46,0.13,16.93,0.1213,17.42483639,598.0327309,0.13,0.974645428,0.849947048,0.9750539589,2.066489769,,,,
22520,"Florence-Muscle Shoals, AL","Florence-Muscle Shoals, AL Metro Area",0.90,21.10,16.50,45.26,85.20,13.42,9.54,51.67,21.66,0.01,22.95,0.0760,15.1741305,317.3084828,0.28,0.941188643,0.932684877,0.8511727070,1.760014698,,,,
22540,"Fond du Lac, WI","Fond du Lac, WI Metro Area",0.87,22.90,8.50,41.18,88.10,12.41,14.70,6.28,11.60,0.05,16.96,0.0464,8.7,191.4429893,0.15,0.981668296,0.703344586,0.7669235521,1.738199983,,,,
22580,"Forest City, NC","Forest City, NC Micro Area",0.79,17.30,19.60,45.29,89.90,14.44,14.88,63.95,24.00,0.08,11.02,0.1011,15.6,195.9965299,0.96,0.98123038,0.716664246,1.0358572180,0.972346310,,,,
22620,"Forrest City, AR","Forrest City, AR Micro Area",0.88,9.50,27.50,46.49,84.90,14.37,4.68,33.31,18.30,0.01,33.11,0.1100,25,776.7877542,0.38,1.014082642,0.960503390,0.9698045446,3.624544427,,,,
22660,"Fort Collins, CO","Fort Collins, CO Metro Area",0.54,45.90,12.40,45.03,78.80,17.26,8.79,71.42,10.30,0.12,12.71,0.0601,12.4,201.128251,0.11,0.968832477,0.841769125,0.8192995854,1.325045725,,,,
22700,"Fort Dodge, IA","Fort Dodge, IA Micro Area",0.76,20.40,16.20,45.71,83.50,11.51,7.16,3.64,13.90,0.08,95.53,0.0659,13.4,469.0317071,0.07,0.996947095,0.747207392,0.7203879532,2.191370302,,,,
22780,"Fort Leonard Wood, MO","Fort Leonard Wood, MO Micro Area",0.85,25.80,12.80,38.08,61.00,15.23,10.04,48.92,22.20,0.01,17.57,0.1083,16.1,268.2333723,0.86,0.946202273,1.148974890,1.1318317910,1.292507397,,,,
22800,"Fort Madison-Keokuk, IA-IL-MO","Fort Madison-Keokuk, IA-IL-MO Micro Area",0.78,16.70,14.60,41.06,89.90,10.04,7.97,14.29,16.16,0.00,23.17,0.0715,13.09639046,316.298321,0.47,0.96580155,0.942819339,1.1789409790,1.593542995,,,,
22820,"Fort Morgan, CO","Fort Morgan, CO Micro Area",0.71,17.20,9.30,39.96,82.00,14.59,14.42,41.17,23.60,0.18,23.01,0.0548,8.1,202.8287365,0.14,0.982370698,1.173896575,0.7984126582,0.857693316,,,,
22860,"Fort Polk South, LA","Fort Polk South, LA Micro Area",0.71,17.70,16.90,43.38,79.10,10.65,11.48,63.84,22.10,0.01,11.67,0.0823,13.4,291.905593,0.33,0.940092605,1.004162910,0.9965042436,1.455814840,,,,
22900,"Fort Smith, AR-OK","Fort Smith, AR-OK Metro Area",0.88,16.50,21.50,46.52,84.90,15.28,6.37,60.18,20.98,0.04,18.87,0.0668,16.35561531,467.3763234,0.31,0.978552239,0.802515830,0.6942470791,1.105674053,,,,
23060,"Fort Wayne, IN","Fort Wayne, IN Metro Area",0.62,26.20,14.10,44.09,85.00,11.34,54.55,7.15,13.03,0.01,19.57,0.0665,13.53366941,255.0282338,0.26,0.962773436,0.761378106,0.7718896843,1.280361741,,,,
23140,"Frankfort, IN","Frankfort, IN Micro Area",0.79,15.70,13.30,39.45,87.70,11.72,32.69,5.91,15.10,0.01,23.01,0.0602,10,107.2074004,0.29,0.975483739,0.814696740,0.6771020381,2.145388749,,,,
23180,"Frankfort, KY","Frankfort, KY Micro Area",0.78,25.90,12.70,39.81,82.90,12.94,21.70,42.54,16.86,0.03,20.17,0.0763,13.27390215,213.3584926,0.11,0.990706927,1.037604870,0.7174996784,1.819849091,,,,
23340,"Fremont, NE","Fremont, NE Micro Area",0.93,19.00,13.20,43.00,84.90,9.56,10.39,17.16,13.50,0.17,19.22,0.0426,11.2,196.758943,0.72,0.976191269,0.969218637,0.6077350709,1.552795715,,,,
23380,"Fremont, OH","Fremont, OH Micro Area",0.77,15.20,13.60,41.30,88.70,11.79,73.62,4.83,17.40,0.04,22.50,0.0625,11.4,185.1337591,0.07,0.972425945,0.598378921,0.8947824886,1.342644917,,,,
23420,"Fresno, CA","Fresno, CA Metro Area",0.21,20.10,25.40,48.01,84.40,27.83,5.43,53.59,23.40,0.20,8.14,0.1191,14.5,541.7792157,0.14,0.985123035,0.901846320,0.7875890364,1.260629953,,,,
23460,"Gadsden, AL","Gadsden, AL Metro Area",0.69,16.90,17.90,44.41,84.60,12.19,8.38,56.88,22.70,0.01,16.75,0.0846,15.2,603.9626197,0.08,0.947023935,0.896831807,0.7768941888,2.047836474,,,,
23500,"Gaffney, SC","Gaffney, SC Micro Area",0.85,15.00,22.00,50.23,89.10,13.01,14.88,55.26,22.60,0.10,28.79,0.0874,15,389.647276,0.11,0.934141747,0.939100590,0.6884014662,1.255940892,,,,
23540,"Gainesville, FL","Gainesville, FL Metro Area",0.90,39.40,23.10,51.22,77.30,20.70,17.22,55.67,14.77,0.14,12.95,0.0716,19.5880964,545.7066116,0.42,0.989593128,0.763320132,1.1303037200,1.645419151,,,,
23580,"Gainesville, GA","Gainesville, GA Metro Area",0.69,23.50,16.10,45.23,86.60,18.28,10.87,55.26,14.60,0.06,13.51,0.0572,8.3,315.9128484,0.04,0.949115672,0.821849016,0.6560890925,1.312445353,,,,
23660,"Galesburg, IL","Galesburg, IL Micro Area",0.83,17.90,18.10,44.38,90.10,11.74,8.40,10.29,14.80,0.00,16.43,0.0682,13.8,354.787355,0.12,0.949799857,0.541253995,0.8045323678,2.395684874,,,,
23700,"Gallup, NM","Gallup, NM Micro Area",0.81,10.80,37.50,51.80,92.00,29.11,1.45,96.82,17.40,0.27,18.11,0.1572,27.3,710.1548164,0.69,1.032499175,1.864084694,1.2089364880,3.834525550,,,,
23780,"Garden City, KS","Garden City, KS Micro Area",0.93,16.90,15.90,41.21,86.50,14.41,12.92,35.93,14.78,0.21,25.39,0.0460,6.97718546,470.8794297,0.05,0.946900164,0.720498042,0.7515531166,0.978449817,,,,
23820,"Gardnerville Ranchos, NV","Gardnerville Ranchos, NV Micro Area",0.82,27.20,9.80,44.68,85.10,16.08,5.76,93.35,14.80,0.14,13.57,0.0748,11.8,151.68316,0.05,0.959486471,0.590666945,0.6948882227,1.145311234,,,,
23860,"Georgetown, SC","Georgetown, SC Micro Area",0.99,27.10,18.70,49.28,88.40,16.27,10.12,50.32,16.10,0.18,15.70,0.0946,15.4,477.4128149,0.11,0.964436168,0.756693440,0.9699806276,0.828931307,,,,
23900,"Gettysburg, PA","Gettysburg, PA Metro Area",0.73,22.10,8.80,39.98,88.40,12.11,19.80,43.65,13.00,0.06,19.98,0.0552,8.6,133.5231457,0.10,0.967791881,0.967667128,0.6930242646,1.273764612,,,,
23940,"Gillette, WY","Gillette, WY Micro Area",0.68,18.50,9.40,37.44,80.40,9.42,3.62,73.26,12.60,0.27,17.21,0.0467,12.2,278.0731169,0.21,0.922289887,0.682735912,0.8485179496,NA,,,,
23980,"Glasgow, KY","Glasgow, KY Micro Area",0.78,15.50,22.90,43.76,87.30,13.36,13.04,42.54,23.97,0.04,18.81,0.0752,14.98750835,113.0216006,0.70,0.979296022,0.970215989,1.1469545960,3.192887936,,,,
24020,"Glens Falls, NY","Glens Falls, NY Metro Area",0.89,24.70,11.30,42.92,86.60,16.25,27.06,47.59,14.56,0.03,25.14,0.0700,10.39538335,139.6687245,0.14,0.965561805,0.618609380,0.7313791596,1.612423471,,,,
24060,"Glenwood Springs, CO","Glenwood Springs, CO Micro Area",0.72,38.30,9.00,47.41,83.70,21.83,12.05,92.48,12.26,0.04,20.58,0.0603,9.704015167,159.4979804,0.21,0.959299857,0.643260112,0.6490642142,1.157437481,,,,
24100,"Gloversville, NY","Gloversville, NY Micro Area",0.89,17.70,16.00,42.67,88.40,15.33,28.34,54.62,18.10,0.05,21.21,0.0803,12.2,204.0721673,0.08,0.976350385,0.701612388,0.7423282535,1.481973426,,,,
24140,"Goldsboro, NC","Goldsboro, NC Metro Area",0.61,19.70,21.20,45.96,83.10,16.68,10.22,60.80,18.00,0.16,39.97,0.1177,18.4,407.0172562,0.03,1.001756399,0.907400900,0.6843304869,1.199891010,,,,
24220,"Grand Forks, ND-MN","Grand Forks, ND-MN Metro Area",0.89,30.80,15.50,46.70,79.60,14.86,14.00,11.23,10.81,0.09,18.29,0.0363,10.18388404,227.5170157,0.28,0.985344058,0.830621934,0.7695382379,1.368006989,,,,
24260,"Grand Island, NE","Grand Island, NE Metro Area",0.93,20.30,12.30,42.38,85.60,13.72,8.89,30.69,13.45,0.18,22.95,0.0481,10.38103592,236.3878058,0.48,0.949890534,0.798451345,0.7292039761,1.202474609,,,,
24300,"Grand Junction, CO","Grand Junction, CO Metro Area",0.67,27.20,16.00,44.73,80.20,16.93,14.70,92.48,14.10,0.08,12.86,0.0872,13.8,347.9346652,0.07,0.969403143,0.862608412,0.7682600353,1.401380822,,,,
24340,"Grand Rapids-Wyoming, MI","Grand Rapids-Wyoming, MI Metro Area",0.72,31.80,12.40,44.31,83.90,13.77,77.80,39.21,11.36,0.06,13.86,0.0615,10.61867516,326.2328069,0.23,0.957033462,0.710938802,0.7498907364,1.182568435,,,,
24380,"Grants, NM","Grants, NM Micro Area",0.81,12.40,28.50,44.83,87.10,19.39,1.49,96.82,21.90,0.29,25.65,0.1078,19.6,543.1391978,0.96,1.033489415,1.375984249,0.9894359757,2.049823352,,,,
24420,"Grants Pass, OR","Grants Pass, OR Metro Area",0.76,17.60,18.60,48.02,83.70,22.68,45.73,83.67,17.20,0.00,9.96,0.1630,15.6,222.5330996,0.18,0.972434944,0.875051809,0.9551800077,1.724050709,,,,
24460,"Great Bend, KS","Great Bend, KS Micro Area",0.93,16.90,15.70,44.94,81.90,12.03,21.24,30.69,16.00,0.08,27.34,0.0554,12.8,363.9804907,0.09,0.967313516,0.675925844,0.6064091162,2.670487743,,,,
24500,"Great Falls, MT","Great Falls, MT Metro Area",0.89,27.30,13.10,47.20,82.10,12.79,7.69,64.83,14.20,0.16,11.05,0.0501,12.8,241.4450395,0.15,0.966676668,1.163458821,0.9895596450,1.526133525,,,,
24540,"Greeley, CO","Greeley, CO Metro Area",0.64,27.00,11.20,42.10,82.10,16.29,14.42,41.17,15.40,0.18,17.10,0.0602,8.9,272.7775432,0.20,0.975439688,0.933392810,0.7326082922,1.335406713,,,,
24580,"Green Bay, WI","Green Bay, WI Metro Area",0.76,27.10,10.90,42.75,86.00,13.12,16.59,33.03,13.72,0.07,15.38,0.0525,9.581498828,210.8779519,0.37,0.984534077,0.656302817,0.7025762160,1.112233497,,,,
24620,"Greeneville, TN","Greeneville, TN Micro Area",0.76,15.00,17.20,45.68,87.30,11.83,23.06,61.31,20.70,0.05,13.21,0.0798,13.5,317.1679967,0.06,1.00559079,0.756116521,0.7362672667,1.993153153,,,,
24640,"Greenfield Town, MA","Greenfield Town, MA Micro Area",0.84,36.80,10.90,45.14,87.80,15.71,26.32,56.45,10.30,0.06,24.36,0.0612,9,406.7426691,0.22,0.993856495,1.073971084,0.9621968296,1.393057127,,,,
24660,"Greensboro-High Point, NC","Greensboro-High Point, NC Metro Area",0.75,28.50,16.90,47.19,86.90,16.00,10.23,55.26,15.06,0.07,14.41,0.0771,16.57352992,372.0598804,0.03,0.991526873,0.905039728,0.7287686759,1.169026246,,,,
24740,"Greenville, MS","Greenville, MS Micro Area",0.91,19.00,33.70,53.80,88.10,19.84,14.76,24.14,20.80,0.05,14.37,0.1972,30.1,282.6976206,0.23,0.998410682,0.955780623,0.8884239830,1.671235281,,,,
24780,"Greenville, NC","Greenville, NC Metro Area",0.87,30.90,24.30,50.15,77.90,21.48,8.86,55.44,16.50,0.17,11.50,0.1149,20.8,414.1662709,0.09,0.998801902,0.790003400,0.7654223438,1.574778060,,,,
24820,"Greenville, OH","Greenville, OH Micro Area",0.77,14.20,11.60,40.08,88.50,12.46,34.69,5.91,19.10,0.00,34.00,0.0608,12.1,114.2740537,0.17,0.942222985,0.812401337,1.1091825190,2.526473661,,,,
24860,"Greenville-Anderson-Mauldin, SC","Greenville-Anderson-Mauldin, SC Metro Area",0.70,27.80,15.10,46.37,84.70,13.89,15.44,63.95,15.96,0.09,13.75,0.0717,11.62922148,522.6497198,0.16,0.957926739,0.816791254,0.8157080311,1.453119798,,,,
24900,"Greenwood, MS","Greenwood, MS Micro Area",0.91,17.50,33.50,52.97,92.10,19.21,11.84,42.48,21.77,0.05,16.37,0.1194,28.33928154,455.7008464,0.48,0.995198336,0.896062236,0.8966780485,2.979867287,,,,
24940,"Greenwood, SC","Greenwood, SC Micro Area",0.96,21.00,23.80,47.54,86.40,15.14,12.69,55.26,18.44,0.10,17.34,0.1091,16.33597084,545.2858122,0.53,0.971451098,0.736713959,0.8084866910,1.669311380,,,,
25060,"Gulfport-Biloxi-Pascagoula, MS","Gulfport-Biloxi-Pascagoula, MS Metro Area",0.79,21.50,18.10,44.00,82.80,16.76,17.00,55.67,19.80,0.01,28.23,0.0920,16.54475563,215.8760451,0.17,0.970226466,0.853327259,1.0113017570,1.089232434,,,,
25100,"Guymon, OK","Guymon, OK Micro Area",0.77,20.80,16.80,40.81,84.40,16.31,3.91,63.27,12.50,0.41,16.30,0.0293,7.5,195.6457447,0.96,0.981903435,0.849596494,0.8080581647,1.080227122,,,,
25180,"Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV Metro Area",0.71,21.10,12.90,42.19,86.10,14.40,23.77,61.31,15.38,0.05,15.98,0.0813,10.97313878,249.377333,0.07,0.97005036,0.821573975,0.8975949767,1.528344016,,,,
25200,"Hailey, ID","Hailey, ID Micro Area",0.92,34.40,14.40,46.53,88.70,17.89,14.03,81.51,9.79,0.02,14.02,0.0392,10.35318521,167.3024086,0.64,0.962223855,NA,0.6487660653,1.455532117,,,,
25220,"Hammond, LA","Hammond, LA Metro Area",0.90,19.90,21.90,46.22,84.40,18.21,19.90,44.49,22.80,0.05,14.68,0.0978,16.7,870.3028654,0.10,0.96064807,0.807746167,0.8758354977,1.528624995,,,,
